session_id,session_name,session_date,session_release,participant1_ID,participant1_birthdate,participant1_gender,participant1_race,participant1_ethnicity,participant1_disability,participant1_language,participant2_ID,participant2_birthdate,participant2_gender,participant2_race,participant2_ethnicity,participant2_disability,participant2_language,pilot_pilot,exclusion_reason,context_setting,context_language,context_country,vol_id
6170,NA,2013-11-05,EXCERPTS,070,2012-07-12,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6171,NA,2013-11-04,EXCERPTS,069,2013-04-04,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6172,NA,2013-11-04,EXCERPTS,068,2012-11-03,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6173,NA,2013-09-12,EXCERPTS,067,2013-01-07,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6174,NA,2013-09-06,EXCERPTS,066,2013-05-10,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6175,NA,2013-09-05,EXCERPTS,065,2012-12-29,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6176,NA,2013-09-04,EXCERPTS,064,2013-05-04,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6177,NA,2013-09-03,EXCERPTS,063,2013-05-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6178,NA,2013-08-30,EXCERPTS,062,2012-12-25,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6179,NA,2013-08-28,EXCERPTS,061,2013-04-27,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6180,NA,2013-08-28,EXCERPTS,060,2012-05-03,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6181,NA,2013-08-28,EXCERPTS,059,2012-08-28,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6182,NA,2013-08-27,EXCERPTS,058,2013-01-03,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6183,NA,2013-08-27,EXCERPTS,057,2013-01-01,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6184,NA,2013-08-23,EXCERPTS,056,2012-08-22,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6185,NA,2013-08-22,EXCERPTS,055,2012-12-21,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6186,NA,2013-08-21,EXCERPTS,054,2012-04-18,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6187,NA,2013-08-20,EXCERPTS,053,2012-04-13,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6188,NA,2013-08-19,EXCERPTS,052,2012-08-26,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6189,NA,2013-08-19,EXCERPTS,051,2012-12-12,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6190,NA,2013-08-16,EXCERPTS,050,2012-08-13,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6191,NA,2013-08-16,EXCERPTS,049,2013-01-10,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6192,NA,2013-07-24,EXCERPTS,048,2012-03-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6193,NA,2013-07-16,EXCERPTS,047,2012-11-07,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6194,NA,2013-07-16,EXCERPTS,046,2013-07-01,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6195,NA,2013-07-15,EXCERPTS,045,2013-03-21,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6196,NA,2013-07-15,EXCERPTS,044,2013-03-23,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6197,NA,2013-07-11,EXCERPTS,043,2013-06-02,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6198,NA,2013-07-11,EXCERPTS,042,2012-11-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6199,NA,2013-07-10,EXCERPTS,041,2011-11-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6200,NA,2013-07-10,EXCERPTS,040,2012-11-06,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6201,NA,2013-07-09,EXCERPTS,039,2011-07-14,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6202,NA,2013-07-09,EXCERPTS,038,2012-07-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6203,NA,2013-07-08,EXCERPTS,037,2013-03-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6204,NA,2013-07-08,EXCERPTS,036,2013-05-03,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6205,NA,2013-07-05,EXCERPTS,035,2011-07-05,Female,Asian,Not Hispanic or Latino,typical,Tajik,034,2011-07-05,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,Procedural/experimenter error,Home,Tajik,Tajikistan,11
6207,NA,2013-07-04,EXCERPTS,033,2012-11-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6208,NA,2013-07-04,EXCERPTS,032,2013-05-11,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6209,NA,2013-07-03,EXCERPTS,028,2012-03-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6210,NA,2013-07-03,EXCERPTS,030,2012-08-19,Female,Asian,Not Hispanic or Latino,typical,Tajik,029,2012-08-19,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6212,NA,2013-07-02,EXCERPTS,027,2013-05-21,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6213,NA,2013-07-02,EXCERPTS,026,2013-03-03,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6214,NA,2013-06-28,EXCERPTS,025,2011-11-30,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6215,NA,2013-06-28,EXCERPTS,024,2011-11-29,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6216,NA,2013-06-26,EXCERPTS,023,2012-08-18,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6217,NA,2013-06-26,EXCERPTS,022,2013-05-10,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6218,NA,2013-06-20,EXCERPTS,021,2012-10-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6219,NA,2013-06-20,EXCERPTS,020,2013-05-17,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6220,NA,2013-06-13,EXCERPTS,019,2011-10-20,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6221,NA,2013-06-13,EXCERPTS,018,2011-10-11,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6222,NA,2013-06-12,EXCERPTS,017,2012-04-03,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6223,NA,2013-06-12,EXCERPTS,016,2011-06-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6224,NA,2013-06-12,EXCERPTS,015,2011-06-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6225,NA,2013-06-11,SHARED,014,2012-09-14,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6226,NA,2013-06-11,EXCERPTS,013,2012-06-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6227,NA,2013-06-07,EXCERPTS,012,2012-06-07,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6228,NA,2013-06-07,EXCERPTS,011,2012-02-10,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6229,NA,2013-06-06,EXCERPTS,010,2013-04-17,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6230,NA,2013-06-06,EXCERPTS,009,2012-05-31,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
6231,NA,2013-05-31,EXCERPTS,008,2013-03-10,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6232,NA,2013-05-31,EXCERPTS,007,2013-02-06,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6233,NA,2013-05-30,EXCERPTS,006,2012-01-26,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6234,NA,2013-05-30,EXCERPTS,005,2012-09-19,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6235,NA,2013-05-29,EXCERPTS,004,2012-09-09,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6236,NA,2013-05-19,SHARED,003,2012-03-26,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6237,NA,2013-05-27,EXCERPTS,002,2012-06-30,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6238,NA,2013-05-27,EXCERPTS,001,2012-01-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
6255,NA,2013-12-20,EXCERPTS,1016,2013-02-23,Male,More than one,Not Hispanic or Latino,typical,English,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,English,US,11
7753,NA,2014-02-14,EXCERPTS,103,2012-10-20,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7754,NA,2014-02-18,EXCERPTS,104,2013-06-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7755,NA,2014-02-19,SHARED,105,2012-06-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7756,NA,2014-XX-XX,NA,106,NA,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7757,NA,2014-02-21,EXCERPTS,107,2012-10-17,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7758,NA,2014-02-26,EXCERPTS,108,2012-02-18,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7759,NA,2014-XX-XX,NA,109,NA,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7760,NA,2014-02-28,EXCERPTS,110,2012-11-06,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7761,NA,2014-03-04,EXCERPTS,111,2013-07-05,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7762,NA,2014-03-05,EXCERPTS,112,2012-11-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7765,NA,2014-03-06,EXCERPTS,113,2013-06-30,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7766,NA,2014-XX-XX,NA,114,NA,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7767,NA,2014-03-12,EXCERPTS,115,2012-07-14,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7768,NA,2014-03-13,EXCERPTS,116,2013-07-10,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7769,NA,2014-03-14,EXCERPTS,117,2012-07-11,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7770,NA,2014-04-03,EXCERPTS,118,2013-03-29,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7771,NA,2014-04-04,EXCERPTS,119,2013-09-01,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7772,NA,2014-04-07,EXCERPTS,120,2012-12-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7773,NA,2014-04-07,SHARED,121,2012-09-14,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7774,NA,2014-04-08,EXCERPTS,122,2013-09-03,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
