vol_id,person_id,sortname,prename
666,61,Bergelson,Elika
667,61,Bergelson,Elika
668,61,Bergelson,Elika
669,61,Bergelson,Elika
670,61,Bergelson,Elika
671,2854,Trehub,Sandra E
672,1117,Jaswal,Vikram
673,1117,Jaswal,Vikram
686,6,Gilmore,Rick O.
686,406,Soska,Kasey C.
686,437,Seisler,Andrea
686,3341,Admin,Databrary
687,1034,Cristia,Alejandrina
689,93,Johnson,Scott
690,2653,Scott,Lisa
691,258,Frank,Michael C.
694,61,Bergelson,Elika
695,61,Bergelson,Elika
696,61,Bergelson,Elika
697,93,Johnson,Scott
699,368,Raver,Cybele
699,1400,Kyriakou,Lara
702,93,Johnson,Scott
703,318,Lillard,Angeline
705,120,Yu,Chen
705,161,Smith,Linda B.
706,318,Lillard,Angeline
707,5,Adolph,Karen
707,1526,Ossmy,Ori
708,1254,Blair,Clancy
708,1322,Woudstra,Mi-lan
709,104,Barr,Rachel
709,274,Saffran,Jenny
709,296,Golinkoff,Roberta
709,538,Oakes,Lisa
709,546,Hirsh-Pasek,Kathy
709,590,Lakusta,Laura
709,3341,Admin,Databrary
710,798,Cordes,Sara
711,1197,Jirout,Jamie
711,8647,Evans,Natalie
712,318,Lillard,Angeline
714,93,Johnson,Scott
714,258,Frank,Michael C.
714,726,Bergmann,Christina
714,1157,Kline Struhl,Melissa
715,3037,Yurovsky,Daniel
717,1001,Foushee,Ruthe
717,1515,Srinivasan,Mahesh
718,318,Lillard,Angeline
719,2945,Palmquist,Carolyn
721,2746,Aschersleben,Gisa
721,4067,Krieger,Florian
722,93,Johnson,Scott
723,440,Kaufman,Jordy
724,5,Adolph,Karen
724,6,Gilmore,Rick O.
724,11,Tamis-LeMonda,Catherine
724,406,Soska,Kasey C.
725,3967,Soley,Gaye
726,531,Goldstein,Thalia R.
726,3152,Thompson,Brittany
726,5678,Stutesman,Megan G.
727,3087,Hannon,Erin
728,1034,Cristia,Alejandrina
729,318,Lillard,Angeline
729,1197,Jirout,Jamie
730,318,Lillard,Angeline
733,2945,Palmquist,Carolyn
734,2945,Palmquist,Carolyn
735,5,Adolph,Karen
736,2173,Bonawitz,Elizabeth
738,440,Kaufman,Jordy
738,2479,Araiza Alba,Paola
739,2693,Robinovitch,Stephen
740,594,Beier,Jonathan
744,1117,Jaswal,Vikram
745,1117,Jaswal,Vikram
746,1117,Jaswal,Vikram
747,1117,Jaswal,Vikram
748,1117,Jaswal,Vikram
750,1117,Jaswal,Vikram
751,1117,Jaswal,Vikram
752,1117,Jaswal,Vikram
753,1117,Jaswal,Vikram
754,1117,Jaswal,Vikram
755,1117,Jaswal,Vikram
756,594,Beier,Jonathan
757,1117,Jaswal,Vikram
758,118,Needham,Amy
761,5,Adolph,Karen
761,406,Soska,Kasey C.
762,1699,Noles,Nicholaus
762,1704,McDermott,Catherine
764,594,Beier,Jonathan
765,1197,Jirout,Jamie
766,1699,Noles,Nicholaus
768,1699,Noles,Nicholaus
776,334,Iverson,Jana
777,4458,Prado,Elizabeth
778,11,Tamis-LeMonda,Catherine
778,650,Casasola,Marianella
778,2578,Suh,Daniel Daewon
778,4065,Ransom,Ashley
781,6,Gilmore,Rick O.
781,437,Seisler,Andrea
782,1515,Srinivasan,Mahesh
784,384,Lee,Do Kyeong
784,4603,Bai,Yu
785,959,Paulus,Markus
786,2945,Palmquist,Carolyn
787,2945,Palmquist,Carolyn
788,2945,Palmquist,Carolyn
807,93,Johnson,Scott
808,60,Vishton,Peter
809,1197,Jirout,Jamie
812,60,Vishton,Peter
813,2921,Xu,Fei
814,2945,Palmquist,Carolyn
815,650,Casasola,Marianella
816,650,Casasola,Marianella
817,60,Vishton,Peter
819,2027,Wade,Mark
819,4577,Nelson,Charles
820,1515,Srinivasan,Mahesh
820,3034,Ellwood-Lowe,Monica
821,5,Adolph,Karen
822,1699,Noles,Nicholaus
823,318,Lillard,Angeline
823,1197,Jirout,Jamie
824,3341,Admin,Databrary
825,3812,Miller,Joan
826,5,Adolph,Karen
827,5,Adolph,Karen
827,412,Hoch,Justine
828,4546,Gredebäck,Gustaf
828,4787,Forssman,Linda
828,4881,Lindskog,Marcus
828,4885,Kenward,Ben
829,2176,Harbourne,Regina
829,2382,Berger,Sarah E
829,5252,Elimaliah,Sapir
829,7359,Maia,Michele
831,277,Rhodes,Marjorie
831,357,Mandalaywala,Tara
831,5803,Benitez,Josie
833,1977,Booth,Amy
834,277,Rhodes,Marjorie
834,405,Moty,Kelsey
834,3121,Foster-Hanson,Emily
835,5,Adolph,Karen
836,277,Rhodes,Marjorie
836,3121,Foster-Hanson,Emily
837,531,Goldstein,Thalia R.
837,3989,Kanumuru,Pallavi
837,6232,Mills,Candice
838,288,Fabricius,William
839,288,Fabricius,William
840,1515,Srinivasan,Mahesh
841,1515,Srinivasan,Mahesh
841,5894,Starr,Ariel
843,1001,Foushee,Ruthe
843,1515,Srinivasan,Mahesh
845,4142,Gladstone,Melissa
846,4142,Gladstone,Melissa
847,1515,Srinivasan,Mahesh
847,5025,Langenhoff,Antonia
848,594,Beier,Jonathan
849,594,Beier,Jonathan
850,594,Beier,Jonathan
851,594,Beier,Jonathan
852,594,Beier,Jonathan
853,594,Beier,Jonathan
854,562,Weisberg,Deena Skolnick
855,2945,Palmquist,Carolyn
856,594,Beier,Jonathan
857,4605,Froemke,Robert
859,4945,Lombardi,Doug
860,4291,Nez,Reda
860,4945,Lombardi,Doug
861,594,Beier,Jonathan
863,594,Beier,Jonathan
864,4142,Gladstone,Melissa
865,4142,Gladstone,Melissa
867,594,Beier,Jonathan
868,5,Adolph,Karen
868,81,Cole,Whitney Graham
870,2382,Berger,Sarah E
870,7359,Maia,Michele
871,4605,Froemke,Robert
873,126,Fausey,Caitlin M.
874,252,Scherf,Kathryn Suzanne
874,5051,Benda,Margaret Suzanne
876,5,Adolph,Karen
876,6,Gilmore,Rick O.
876,11,Tamis-LeMonda,Catherine
876,406,Soska,Kasey C.
877,60,Vishton,Peter
878,60,Vishton,Peter
879,60,Vishton,Peter
880,6,Gilmore,Rick O.
880,245,Wilkinson,Krista
882,594,Beier,Jonathan
883,277,Rhodes,Marjorie
884,252,Scherf,Kathryn Suzanne
884,5214,Bill,Gordon
885,60,Vishton,Peter
888,2382,Berger,Sarah E
888,3850,DeMasi,Aaron
889,60,Vishton,Peter
891,4000,Tincoff,Ruth
892,318,Lillard,Angeline
893,5325,Frankenhuis,Willem
895,594,Beier,Jonathan
896,258,Frank,Michael C.
896,518,Soderstrom,Melanie
896,726,Bergmann,Christina
896,1157,Kline Struhl,Melissa
896,1371,Lew-Williams,Casey
896,1928,Byers-Heinlein,Krista
896,2525,Hamlin,Kiley
897,5,Adolph,Karen
897,11,Tamis-LeMonda,Catherine
897,32,Karasik,Lana
897,101,Lockman,Jeff
897,506,Rachwani,Jaya
898,4687,Henderson,Annette
900,4685,Arunachalam,Sudha
901,4685,Arunachalam,Sudha
903,437,Seisler,Andrea
903,3317,Shahriar,Sarah Shua
904,318,Lillard,Angeline
905,318,Lillard,Angeline
907,5415,Frog,Kermit
908,5415,Frog,Kermit
909,650,Casasola,Marianella
910,368,Raver,Cybele
912,1001,Foushee,Ruthe
912,1515,Srinivasan,Mahesh
913,650,Casasola,Marianella
915,2587,de Marchena,Ashley Brooke
916,2587,de Marchena,Ashley Brooke
917,2587,de Marchena,Ashley Brooke
919,5259,Swiggum,Mary
921,288,Fabricius,William
922,318,Lillard,Angeline
922,1197,Jirout,Jamie
923,2945,Palmquist,Carolyn
924,2945,Palmquist,Carolyn
925,288,Fabricius,William
926,288,Fabricius,William
927,1216,Goksun,Tilbe
928,118,Needham,Amy
929,6,Gilmore,Rick O.
931,2587,de Marchena,Ashley Brooke
933,2945,Palmquist,Carolyn
935,2945,Palmquist,Carolyn
937,650,Casasola,Marianella
938,491,Bunge,Silvia
938,1515,Srinivasan,Mahesh
938,3034,Ellwood-Lowe,Monica
940,531,Goldstein,Thalia R.
940,4278,Chulla,Kaylee Rose
941,5,Adolph,Karen
941,600,West,Kelsey Louise
942,2945,Palmquist,Carolyn
943,5,Adolph,Karen
943,412,Hoch,Justine
943,1526,Ossmy,Ori
944,2936,Shrout,Patrick E.
945,5,Adolph,Karen
945,11,Tamis-LeMonda,Catherine
947,96,Perez-Edgar,Koraly
948,2945,Palmquist,Carolyn
949,11,Tamis-LeMonda,Catherine
949,546,Hirsh-Pasek,Kathy
950,562,Weisberg,Deena Skolnick
952,3746,Baldwin,Dare
953,3746,Baldwin,Dare
955,5,Adolph,Karen
956,5,Adolph,Karen
957,5,Adolph,Karen
959,1256,Frank,Jennifer
960,5709,Kaur,Maninderjit
961,5292,Insel,Nathan
962,5539,Bauer,Patricia
962,5743,Hanft,Melanie
963,5,Adolph,Karen
963,1526,Ossmy,Ori
964,5,Adolph,Karen
964,1526,Ossmy,Ori
965,277,Rhodes,Marjorie
965,357,Mandalaywala,Tara
965,5676,Lei,Ryan
965,5803,Benitez,Josie
968,2525,Hamlin,Kiley
969,2525,Hamlin,Kiley
972,2525,Hamlin,Kiley
973,2525,Hamlin,Kiley
974,2525,Hamlin,Kiley
975,2525,Hamlin,Kiley
976,2525,Hamlin,Kiley
977,2525,Hamlin,Kiley
978,2525,Hamlin,Kiley
979,1371,Lew-Williams,Casey
982,255,Dusing,Stacey
983,318,Lillard,Angeline
987,70,Messinger,Daniel
987,1974,Perry,Lynn
987,4314,Fasano,Regina M.
987,6565,Vitale,Laura
987,8104,Gonzalez,Brittney Monique
988,5,Adolph,Karen
988,11,Tamis-LeMonda,Catherine
988,506,Rachwani,Jaya
988,2765,Kaplan,Brianna Erin
989,5,Adolph,Karen
989,4291,Nez,Reda
990,5539,Bauer,Patricia
991,5539,Bauer,Patricia
992,5539,Bauer,Patricia
993,5539,Bauer,Patricia
994,5539,Bauer,Patricia
995,2945,Palmquist,Carolyn
997,4291,Nez,Reda
998,318,Lillard,Angeline
999,3519,Admodisastro,Novia Indriaty
1000,5539,Bauer,Patricia
