vol_id,url,tags,weight
36,https://nyu.databrary.org/volume/36,children,1
36,https://nyu.databrary.org/volume/36,infants,1
36,https://nyu.databrary.org/volume/36,visual attention,1
37,https://nyu.databrary.org/volume/37,visual search,2
37,https://nyu.databrary.org/volume/37,visual attention,2
37,https://nyu.databrary.org/volume/37,social attention,2
37,https://nyu.databrary.org/volume/37,face perception,2
37,https://nyu.databrary.org/volume/37,infants,1
37,https://nyu.databrary.org/volume/37,stimuli,1
37,https://nyu.databrary.org/volume/37,eye-tracking,1
38,https://nyu.databrary.org/volume/38,prosody,2
38,https://nyu.databrary.org/volume/38,child language,2
38,https://nyu.databrary.org/volume/38,turn-taking,2
38,https://nyu.databrary.org/volume/38,timing,2
38,https://nyu.databrary.org/volume/38,online comprehension,2
38,https://nyu.databrary.org/volume/38,prediction,2
38,https://nyu.databrary.org/volume/38,eye-tracking,2
38,https://nyu.databrary.org/volume/38,language,1
38,https://nyu.databrary.org/volume/38,children,1
39,https://nyu.databrary.org/volume/39,NA,NA
40,https://nyu.databrary.org/volume/40,NA,NA
41,https://nyu.databrary.org/volume/41,NA,NA
42,https://nyu.databrary.org/volume/42,infants,1
42,https://nyu.databrary.org/volume/42,parent-child interaction,1
42,https://nyu.databrary.org/volume/42,object perception,1
42,https://nyu.databrary.org/volume/42,materials,1
43,https://nyu.databrary.org/volume/43,statistical learning,1
43,https://nyu.databrary.org/volume/43,materials,1
43,https://nyu.databrary.org/volume/43,language development,1
43,https://nyu.databrary.org/volume/43,word segmentation,1
43,https://nyu.databrary.org/volume/43,language acquisition,1
43,https://nyu.databrary.org/volume/43,infants,1
43,https://nyu.databrary.org/volume/43,procedures,1
44,https://nyu.databrary.org/volume/44,verbs,1
44,https://nyu.databrary.org/volume/44,language acquisition,1
44,https://nyu.databrary.org/volume/44,stimuli,1
44,https://nyu.databrary.org/volume/44,children,1
44,https://nyu.databrary.org/volume/44,syntax,1
44,https://nyu.databrary.org/volume/44,language development,1
45,https://nyu.databrary.org/volume/45,conceptual development,3
45,https://nyu.databrary.org/volume/45,cognitive development,3
45,https://nyu.databrary.org/volume/45,social categorization,3
45,https://nyu.databrary.org/volume/45,generic language,2
45,https://nyu.databrary.org/volume/45,social cognition,2
45,https://nyu.databrary.org/volume/45,language,1
45,https://nyu.databrary.org/volume/45,materials,1
45,https://nyu.databrary.org/volume/45,culture,1
45,https://nyu.databrary.org/volume/45,parent-child interaction,1
45,https://nyu.databrary.org/volume/45,essentialism,1
46,https://nyu.databrary.org/volume/46,reaching,2
46,https://nyu.databrary.org/volume/46,fitts law,2
46,https://nyu.databrary.org/volume/46,infants,2
46,https://nyu.databrary.org/volume/46,action,2
46,https://nyu.databrary.org/volume/46,perception,2
46,https://nyu.databrary.org/volume/46,looking,2
46,https://nyu.databrary.org/volume/46,gestalt,1
47,https://nyu.databrary.org/volume/47,motion,1
47,https://nyu.databrary.org/volume/47,grasping,1
47,https://nyu.databrary.org/volume/47,infants,1
48,https://nyu.databrary.org/volume/48,NA,NA
49,https://nyu.databrary.org/volume/49,motion contrast,1
49,https://nyu.databrary.org/volume/49,ssvep,1
49,https://nyu.databrary.org/volume/49,materials,1
49,https://nyu.databrary.org/volume/49,electrophysiology,1
49,https://nyu.databrary.org/volume/49,optic flow,1
49,https://nyu.databrary.org/volume/49,motion,1
50,https://nyu.databrary.org/volume/50,motion,1
50,https://nyu.databrary.org/volume/50,stimuli,1
50,https://nyu.databrary.org/volume/50,perception,1
51,https://nyu.databrary.org/volume/51,prediction,1
51,https://nyu.databrary.org/volume/51,infants,1
51,https://nyu.databrary.org/volume/51,object permanence,1
51,https://nyu.databrary.org/volume/51,kinetic occlusion,1
51,https://nyu.databrary.org/volume/51,virtual occlusion,1
52,https://nyu.databrary.org/volume/52,NA,NA
53,https://nyu.databrary.org/volume/53,pointing,2
53,https://nyu.databrary.org/volume/53,joint attention,2
53,https://nyu.databrary.org/volume/53,spatial cueing,1
53,https://nyu.databrary.org/volume/53,gesturing,1
53,https://nyu.databrary.org/volume/53,infants,1
53,https://nyu.databrary.org/volume/53,materials,1
53,https://nyu.databrary.org/volume/53,referential understanding,1
54,https://nyu.databrary.org/volume/54,NA,NA
55,https://nyu.databrary.org/volume/55,NA,NA
56,https://nyu.databrary.org/volume/56,NA,NA
57,https://nyu.databrary.org/volume/57,NA,NA
58,https://nyu.databrary.org/volume/58,NA,NA
59,https://nyu.databrary.org/volume/59,NA,NA
60,https://nyu.databrary.org/volume/60,NA,NA
61,https://nyu.databrary.org/volume/61,inhibitory control,2
61,https://nyu.databrary.org/volume/61,scale errors,2
61,https://nyu.databrary.org/volume/61,perception-action,2
61,https://nyu.databrary.org/volume/61,teaching clips,1
61,https://nyu.databrary.org/volume/61,children,1
62,https://nyu.databrary.org/volume/62,visual attention,2
62,https://nyu.databrary.org/volume/62,faces,1
62,https://nyu.databrary.org/volume/62,eye-tracking,1
62,https://nyu.databrary.org/volume/62,materials,1
63,https://nyu.databrary.org/volume/63,NA,NA
64,https://nyu.databrary.org/volume/64,sticky mittens,2
64,https://nyu.databrary.org/volume/64,perception-action,2
64,https://nyu.databrary.org/volume/64,infant perception,2
64,https://nyu.databrary.org/volume/64,motor development,2
64,https://nyu.databrary.org/volume/64,infants,1
64,https://nyu.databrary.org/volume/64,reaching,1
64,https://nyu.databrary.org/volume/64,parent-child interaction,1
64,https://nyu.databrary.org/volume/64,teaching clips,1
65,https://nyu.databrary.org/volume/65,cognitive development,2
65,https://nyu.databrary.org/volume/65,numerical cognition,2
65,https://nyu.databrary.org/volume/65,number discrimination,1
65,https://nyu.databrary.org/volume/65,infants,1
65,https://nyu.databrary.org/volume/65,infant development,1
65,https://nyu.databrary.org/volume/65,mathematical ability,1
65,https://nyu.databrary.org/volume/65,individual differences,1
66,https://nyu.databrary.org/volume/66,NA,NA
67,https://nyu.databrary.org/volume/67,NA,NA
68,https://nyu.databrary.org/volume/68,motion,1
68,https://nyu.databrary.org/volume/68,optic flow,1
68,https://nyu.databrary.org/volume/68,infants,1
69,https://nyu.databrary.org/volume/69,NA,NA
70,https://nyu.databrary.org/volume/70,teaching,2
70,https://nyu.databrary.org/volume/70,motor development,1
70,https://nyu.databrary.org/volume/70,historical,1
70,https://nyu.databrary.org/volume/70,children,1
70,https://nyu.databrary.org/volume/70,stages,1
70,https://nyu.databrary.org/volume/70,infants,1
71,https://nyu.databrary.org/volume/71,NA,NA
72,https://nyu.databrary.org/volume/72,NA,NA
73,https://nyu.databrary.org/volume/73,motion coherence,1
73,https://nyu.databrary.org/volume/73,coding,1
73,https://nyu.databrary.org/volume/73,optic flow,1
73,https://nyu.databrary.org/volume/73,motion,1
73,https://nyu.databrary.org/volume/73,psychophysics,1
73,https://nyu.databrary.org/volume/73,adult,1
74,https://nyu.databrary.org/volume/74,NA,NA
75,https://nyu.databrary.org/volume/75,motion,1
75,https://nyu.databrary.org/volume/75,visual perception,1
75,https://nyu.databrary.org/volume/75,optic flow,1
75,https://nyu.databrary.org/volume/75,children,1
76,https://nyu.databrary.org/volume/76,NA,NA
77,https://nyu.databrary.org/volume/77,adult,1
77,https://nyu.databrary.org/volume/77,replication,1
77,https://nyu.databrary.org/volume/77,stimuli,1
77,https://nyu.databrary.org/volume/77,pattern perception,1
78,https://nyu.databrary.org/volume/78,NA,NA
79,https://nyu.databrary.org/volume/79,attention,1
79,https://nyu.databrary.org/volume/79,cognitive,1
79,https://nyu.databrary.org/volume/79,memory,1
79,https://nyu.databrary.org/volume/79,materials,1
80,https://nyu.databrary.org/volume/80,NA,NA
81,https://nyu.databrary.org/volume/81,culture,3
81,https://nyu.databrary.org/volume/81,infants,2
81,https://nyu.databrary.org/volume/81,visual development,2
81,https://nyu.databrary.org/volume/81,cross-cultural research,1
81,https://nyu.databrary.org/volume/81,icis,1
81,https://nyu.databrary.org/volume/81,optic flow,1
81,https://nyu.databrary.org/volume/81,icis nola,1
81,https://nyu.databrary.org/volume/81,motion,1
82,https://nyu.databrary.org/volume/82,NA,NA
83,https://nyu.databrary.org/volume/83,NA,NA
84,https://nyu.databrary.org/volume/84,NA,NA
85,https://nyu.databrary.org/volume/85,NA,NA
86,https://nyu.databrary.org/volume/86,motor development,1
86,https://nyu.databrary.org/volume/86,infants,1
86,https://nyu.databrary.org/volume/86,procedures,1
86,https://nyu.databrary.org/volume/86,materials,1
87,https://nyu.databrary.org/volume/87,NA,NA
88,https://nyu.databrary.org/volume/88,NA,NA
89,https://nyu.databrary.org/volume/89,NA,NA
90,https://nyu.databrary.org/volume/90,morphological development,1
90,https://nyu.databrary.org/volume/90,english,1
90,https://nyu.databrary.org/volume/90,longitudinal home recordings,1
90,https://nyu.databrary.org/volume/90,language development,1
90,https://nyu.databrary.org/volume/90,transcripts,1
90,https://nyu.databrary.org/volume/90,prosodic licensing,1
90,https://nyu.databrary.org/volume/90,epenthesis,1
90,https://nyu.databrary.org/volume/90,longitudinal,1
90,https://nyu.databrary.org/volume/90,phonological development,1
90,https://nyu.databrary.org/volume/90,home recordings,1
90,https://nyu.databrary.org/volume/90,parent-child interaction,1
90,https://nyu.databrary.org/volume/90,codas,1
90,https://nyu.databrary.org/volume/90,talkbank,1
90,https://nyu.databrary.org/volume/90,minimal words,1
91,https://nyu.databrary.org/volume/91,NA,NA
92,https://nyu.databrary.org/volume/92,NA,NA
93,https://nyu.databrary.org/volume/93,NA,NA
94,https://nyu.databrary.org/volume/94,NA,NA
95,https://nyu.databrary.org/volume/95,nonhuman primates,2
95,https://nyu.databrary.org/volume/95,distance effect,1
95,https://nyu.databrary.org/volume/95,mathematical ability,1
95,https://nyu.databrary.org/volume/95,analog magnitude,1
95,https://nyu.databrary.org/volume/95,numerical cognition,1
95,https://nyu.databrary.org/volume/95,visual,1
96,https://nyu.databrary.org/volume/96,number comprehension,1
96,https://nyu.databrary.org/volume/96,stimuli,1
96,https://nyu.databrary.org/volume/96,mathematical ability,1
97,https://nyu.databrary.org/volume/97,NA,NA
98,https://nyu.databrary.org/volume/98,infants,2
98,https://nyu.databrary.org/volume/98,perception,2
98,https://nyu.databrary.org/volume/98,false belief,2
98,https://nyu.databrary.org/volume/98,procedures,1
98,https://nyu.databrary.org/volume/98,manuals,1
98,https://nyu.databrary.org/volume/98,coding,1
98,https://nyu.databrary.org/volume/98,cognitive,1
98,https://nyu.databrary.org/volume/98,replication,1
98,https://nyu.databrary.org/volume/98,validity,1
98,https://nyu.databrary.org/volume/98,children,1
98,https://nyu.databrary.org/volume/98,theory of mind,1
99,https://nyu.databrary.org/volume/99,faces,1
99,https://nyu.databrary.org/volume/99,infants,1
99,https://nyu.databrary.org/volume/99,infant development,1
99,https://nyu.databrary.org/volume/99,face perception in infants,1
99,https://nyu.databrary.org/volume/99,coding,1
100,https://nyu.databrary.org/volume/100,NA,NA
101,https://nyu.databrary.org/volume/101,NA,NA
102,https://nyu.databrary.org/volume/102,NA,NA
103,https://nyu.databrary.org/volume/103,NA,NA
104,https://nyu.databrary.org/volume/104,NA,NA
105,https://nyu.databrary.org/volume/105,NA,NA
106,https://nyu.databrary.org/volume/106,NA,NA
107,https://nyu.databrary.org/volume/107,NA,NA
108,https://nyu.databrary.org/volume/108,attachment,2
108,https://nyu.databrary.org/volume/108,infants,2
108,https://nyu.databrary.org/volume/108,parent-child interaction,1
108,https://nyu.databrary.org/volume/108,social referencing,1
108,https://nyu.databrary.org/volume/108,play,1
108,https://nyu.databrary.org/volume/108,teaching,1
109,https://nyu.databrary.org/volume/109,discourse,1
109,https://nyu.databrary.org/volume/109,stem,1
109,https://nyu.databrary.org/volume/109,classroom,1
109,https://nyu.databrary.org/volume/109,children,1
110,https://nyu.databrary.org/volume/110,NA,NA
111,https://nyu.databrary.org/volume/111,NA,NA
112,https://nyu.databrary.org/volume/112,faces,1
112,https://nyu.databrary.org/volume/112,head camera,1
112,https://nyu.databrary.org/volume/112,infancy,1
112,https://nyu.databrary.org/volume/112,egocentric vision,1
112,https://nyu.databrary.org/volume/112,materials,1
112,https://nyu.databrary.org/volume/112,visual perception,1
112,https://nyu.databrary.org/volume/112,scene statistics,1
112,https://nyu.databrary.org/volume/112,hands,1
113,https://nyu.databrary.org/volume/113,NA,NA
114,https://nyu.databrary.org/volume/114,NA,NA
115,https://nyu.databrary.org/volume/115,NA,NA
116,https://nyu.databrary.org/volume/116,NA,NA
117,https://nyu.databrary.org/volume/117,NA,NA
118,https://nyu.databrary.org/volume/118,NA,NA
119,https://nyu.databrary.org/volume/119,lab-tab,1
119,https://nyu.databrary.org/volume/119,infants,1
119,https://nyu.databrary.org/volume/119,eye-tracking,1
120,https://nyu.databrary.org/volume/120,NA,NA
121,https://nyu.databrary.org/volume/121,NA,NA
122,https://nyu.databrary.org/volume/122,NA,NA
123,https://nyu.databrary.org/volume/123,motion,1
123,https://nyu.databrary.org/volume/123,visual exploration,1
123,https://nyu.databrary.org/volume/123,adult,1
123,https://nyu.databrary.org/volume/123,infants,1
124,https://nyu.databrary.org/volume/124,head camera,1
124,https://nyu.databrary.org/volume/124,headcams,1
124,https://nyu.databrary.org/volume/124,eye-tracking,1
124,https://nyu.databrary.org/volume/124,eye-tracking technology,1
124,https://nyu.databrary.org/volume/124,eye tracking,1
124,https://nyu.databrary.org/volume/124,head-mounted eye tracking,1
125,https://nyu.databrary.org/volume/125,NA,NA
126,https://nyu.databrary.org/volume/126,NA,NA
127,https://nyu.databrary.org/volume/127,NA,NA
128,https://nyu.databrary.org/volume/128,NA,NA
129,https://nyu.databrary.org/volume/129,NA,NA
130,https://nyu.databrary.org/volume/130,NA,NA
131,https://nyu.databrary.org/volume/131,NA,NA
132,https://nyu.databrary.org/volume/132,NA,NA
133,https://nyu.databrary.org/volume/133,NA,NA
134,https://nyu.databrary.org/volume/134,NA,NA
135,https://nyu.databrary.org/volume/135,head-mounted eye tracking,2
135,https://nyu.databrary.org/volume/135,eye-tracking,1
135,https://nyu.databrary.org/volume/135,social interaction,1
135,https://nyu.databrary.org/volume/135,eye tracking,1
136,https://nyu.databrary.org/volume/136,motor development,1
136,https://nyu.databrary.org/volume/136,walking,1
136,https://nyu.databrary.org/volume/136,perception-action,1
136,https://nyu.databrary.org/volume/136,gait modification,1
136,https://nyu.databrary.org/volume/136,apertures,1
136,https://nyu.databrary.org/volume/136,decision making,1
136,https://nyu.databrary.org/volume/136,infants,1
137,https://nyu.databrary.org/volume/137,NA,NA
138,https://nyu.databrary.org/volume/138,NA,NA
139,https://nyu.databrary.org/volume/139,NA,NA
140,https://nyu.databrary.org/volume/140,NA,NA
141,https://nyu.databrary.org/volume/141,NA,NA
142,https://nyu.databrary.org/volume/142,NA,NA
143,https://nyu.databrary.org/volume/143,NA,NA
144,https://nyu.databrary.org/volume/144,NA,NA
145,https://nyu.databrary.org/volume/145,NA,NA
146,https://nyu.databrary.org/volume/146,NA,NA
147,https://nyu.databrary.org/volume/147,NA,NA
148,https://nyu.databrary.org/volume/148,NA,NA
149,https://nyu.databrary.org/volume/149,process,1
149,https://nyu.databrary.org/volume/149,nature of science,1
149,https://nyu.databrary.org/volume/149,science,1
149,https://nyu.databrary.org/volume/149,children,1
150,https://nyu.databrary.org/volume/150,story,1
150,https://nyu.databrary.org/volume/150,unknown facts,1
150,https://nyu.databrary.org/volume/150,internal coherence,1
150,https://nyu.databrary.org/volume/150,learning,1
150,https://nyu.databrary.org/volume/150,children,1
150,https://nyu.databrary.org/volume/150,stories,1
150,https://nyu.databrary.org/volume/150,imagination,1
151,https://nyu.databrary.org/volume/151,NA,NA
152,https://nyu.databrary.org/volume/152,NA,NA
153,https://nyu.databrary.org/volume/153,NA,NA
154,https://nyu.databrary.org/volume/154,NA,NA
155,https://nyu.databrary.org/volume/155,NA,NA
156,https://nyu.databrary.org/volume/156,NA,NA
157,https://nyu.databrary.org/volume/157,NA,NA
158,https://nyu.databrary.org/volume/158,NA,NA
159,https://nyu.databrary.org/volume/159,NA,NA
160,https://nyu.databrary.org/volume/160,NA,NA
161,https://nyu.databrary.org/volume/161,NA,NA
162,https://nyu.databrary.org/volume/162,perception-action,1
162,https://nyu.databrary.org/volume/162,reaching,1
162,https://nyu.databrary.org/volume/162,eye-tracking,1
163,https://nyu.databrary.org/volume/163,NA,NA
164,https://nyu.databrary.org/volume/164,NA,NA
165,https://nyu.databrary.org/volume/165,children,1
165,https://nyu.databrary.org/volume/165,stimuli,1
165,https://nyu.databrary.org/volume/165,number,1
165,https://nyu.databrary.org/volume/165,data,1
165,https://nyu.databrary.org/volume/165,dictator game,1
165,https://nyu.databrary.org/volume/165,prosocial development,1
165,https://nyu.databrary.org/volume/165,altruism,1
165,https://nyu.databrary.org/volume/165,cooperation,1
165,https://nyu.databrary.org/volume/165,numerical cognition,1
165,https://nyu.databrary.org/volume/165,cognitive development,1
165,https://nyu.databrary.org/volume/165,proportional reasoning,1
166,https://nyu.databrary.org/volume/166,NA,NA
167,https://nyu.databrary.org/volume/167,NA,NA
168,https://nyu.databrary.org/volume/168,NA,NA
169,https://nyu.databrary.org/volume/169,NA,NA
170,https://nyu.databrary.org/volume/170,NA,NA
171,https://nyu.databrary.org/volume/171,adult,1
171,https://nyu.databrary.org/volume/171,scientific reasoning,1
171,https://nyu.databrary.org/volume/171,science,1
171,https://nyu.databrary.org/volume/171,psych pool,1
171,https://nyu.databrary.org/volume/171,reasoning,1
172,https://nyu.databrary.org/volume/172,NA,NA
173,https://nyu.databrary.org/volume/173,NA,NA
174,https://nyu.databrary.org/volume/174,rem sleep,1
174,https://nyu.databrary.org/volume/174,active sleep,1
174,https://nyu.databrary.org/volume/174,physiological time,1
174,https://nyu.databrary.org/volume/174,neurodevelopmental disorders,1
174,https://nyu.databrary.org/volume/174,sleep,1
174,https://nyu.databrary.org/volume/174,myoclonic twitching,1
174,https://nyu.databrary.org/volume/174,sensorimotor development,1
175,https://nyu.databrary.org/volume/175,NA,NA
176,https://nyu.databrary.org/volume/176,NA,NA
177,https://nyu.databrary.org/volume/177,NA,NA
178,https://nyu.databrary.org/volume/178,NA,NA
179,https://nyu.databrary.org/volume/179,NA,NA
180,https://nyu.databrary.org/volume/180,NA,NA
181,https://nyu.databrary.org/volume/181,NA,NA
182,https://nyu.databrary.org/volume/182,NA,NA
183,https://nyu.databrary.org/volume/183,NA,NA
184,https://nyu.databrary.org/volume/184,physics,1
184,https://nyu.databrary.org/volume/184,fantasy,1
184,https://nyu.databrary.org/volume/184,preschool,1
184,https://nyu.databrary.org/volume/184,learning,1
184,https://nyu.databrary.org/volume/184,children,1
184,https://nyu.databrary.org/volume/184,stories,1
184,https://nyu.databrary.org/volume/184,biology,1
184,https://nyu.databrary.org/volume/184,fiction,1
185,https://nyu.databrary.org/volume/185,NA,NA
186,https://nyu.databrary.org/volume/186,NA,NA
187,https://nyu.databrary.org/volume/187,NA,NA
188,https://nyu.databrary.org/volume/188,NA,NA
189,https://nyu.databrary.org/volume/189,NA,NA
190,https://nyu.databrary.org/volume/190,NA,NA
191,https://nyu.databrary.org/volume/191,NA,NA
192,https://nyu.databrary.org/volume/192,infants,1
192,https://nyu.databrary.org/volume/192,eye-tracking,1
192,https://nyu.databrary.org/volume/192,free-viewing,1
192,https://nyu.databrary.org/volume/192,saliency,1
192,https://nyu.databrary.org/volume/192,gaze,1
193,https://nyu.databrary.org/volume/193,locomotion,1
193,https://nyu.databrary.org/volume/193,teaching,1
193,https://nyu.databrary.org/volume/193,infants,1
193,https://nyu.databrary.org/volume/193,social referencing,1
194,https://nyu.databrary.org/volume/194,NA,NA
195,https://nyu.databrary.org/volume/195,NA,NA
196,https://nyu.databrary.org/volume/196,NA,NA
197,https://nyu.databrary.org/volume/197,NA,NA
198,https://nyu.databrary.org/volume/198,NA,NA
199,https://nyu.databrary.org/volume/199,NA,NA
200,https://nyu.databrary.org/volume/200,NA,NA
201,https://nyu.databrary.org/volume/201,NA,NA
202,https://nyu.databrary.org/volume/202,NA,NA
203,https://nyu.databrary.org/volume/203,NA,NA
204,https://nyu.databrary.org/volume/204,NA,NA
205,https://nyu.databrary.org/volume/205,NA,NA
206,https://nyu.databrary.org/volume/206,NA,NA
207,https://nyu.databrary.org/volume/207,NA,NA
208,https://nyu.databrary.org/volume/208,NA,NA
209,https://nyu.databrary.org/volume/209,word learning,1
209,https://nyu.databrary.org/volume/209,stimuli,1
209,https://nyu.databrary.org/volume/209,perception,1
209,https://nyu.databrary.org/volume/209,novelty ratings,1
209,https://nyu.databrary.org/volume/209,novel objects,1
209,https://nyu.databrary.org/volume/209,language development,1
209,https://nyu.databrary.org/volume/209,unnameable stimuli,1
209,https://nyu.databrary.org/volume/209,visual memory,1
209,https://nyu.databrary.org/volume/209,picture database,1
209,https://nyu.databrary.org/volume/209,categorization,1
209,https://nyu.databrary.org/volume/209,language,1
210,https://nyu.databrary.org/volume/210,NA,NA
